timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1598964452045,16119,BP07_S01_LogIn,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,0,0,5,5,null,0,0,0
1598964452045,16119,Log In,200,OK,Thread Group 1-1,text,true,,0,0,5,5,null,0,0,0
1598964468165,60,BP07_S02_LandingPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,126,0,5,5,null,0,1,0
1598964468166,60,Landing Page,200,OK,Thread Group 1-1,text,true,,126,0,5,5,null,0,0,0
1598964455791,15852,BP07_S01_LogIn,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,0,0,6,6,null,0,0,0
1598964455791,15852,Log In,200,OK,Thread Group 1-2,text,true,,0,0,6,6,null,0,0,0
1598964471643,44,BP07_S02_LandingPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,126,0,6,6,null,0,2,0
1598964471644,44,Landing Page,200,OK,Thread Group 1-2,text,true,,126,0,6,6,null,0,0,0
1598964459541,15849,BP07_S01_LogIn,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,0,0,7,7,null,0,0,0
1598964459541,15849,Log In,200,OK,Thread Group 1-3,text,true,,0,0,7,7,null,0,0,0
1598964475390,46,BP07_S02_LandingPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,126,0,7,7,null,0,0,0
1598964475390,46,Landing Page,200,OK,Thread Group 1-3,text,true,,126,0,7,7,null,0,0,0
1598964463289,15844,BP07_S01_LogIn,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,0,0,8,8,null,0,0,0
1598964463289,15844,Log In,200,OK,Thread Group 1-4,text,true,,0,0,8,8,null,0,0,0
1598964479134,45,BP07_S02_LandingPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,126,0,8,8,null,0,0,0
1598964479134,45,Landing Page,200,OK,Thread Group 1-4,text,true,,126,0,8,8,null,0,0,0
1598964468226,12259,BP07_S03_StartSelftest,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,0,0,8,8,null,0,0,0
1598964468226,12259,Start Selftest,200,OK,Thread Group 1-1,text,true,,0,0,8,8,null,0,0,0
1598964467040,15835,BP07_S01_LogIn,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,0,0,8,8,null,0,0,0
1598964467040,15835,Log In,200,OK,Thread Group 1-5,text,true,,0,0,8,8,null,0,0,0
1598964482876,43,BP07_S02_LandingPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,126,0,8,8,null,0,0,0
1598964482876,43,Landing Page,200,OK,Thread Group 1-5,text,true,,126,0,8,8,null,0,0,0
1598964471689,12250,BP07_S03_StartSelftest,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,0,0,8,8,null,0,0,0
1598964471689,12250,Start Selftest,200,OK,Thread Group 1-2,text,true,,0,0,8,8,null,0,0,0
1598964480486,4085,BP07_S04_WatchVideo (Escape),200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,0,0,8,8,null,0,0,0
1598964480486,4085,Watch Video (Escape),200,OK,Thread Group 1-1,text,true,,0,0,8,8,null,0,0,0
1598964470787,15863,BP07_S01_LogIn,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-6,,true,,0,0,8,8,null,0,0,0
1598964470787,15863,Log In,200,OK,Thread Group 1-6,text,true,,0,0,8,8,null,0,0,0
1598964486651,43,BP07_S02_LandingPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-6,,true,,126,0,8,8,null,0,1,0
1598964486652,43,Landing Page,200,OK,Thread Group 1-6,text,true,,126,0,8,8,null,0,0,0
1598964475436,12252,BP07_S03_StartSelftest,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,0,0,8,8,null,0,0,0
1598964475436,12252,Start Selftest,200,OK,Thread Group 1-3,text,true,,0,0,8,8,null,0,0,0
1598964483940,4089,BP07_S04_WatchVideo (Escape),200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,0,0,8,8,null,0,0,0
1598964483940,4089,Watch Video (Escape),200,OK,Thread Group 1-2,text,true,,0,0,8,8,null,0,0,0
1598964474538,15892,BP07_S01_LogIn,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-7,,true,,0,0,8,8,null,0,1,0
1598964474539,15892,Log In,200,OK,Thread Group 1-7,text,true,,0,0,8,8,null,0,0,0
1598964490431,44,BP07_S02_LandingPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-7,,true,,126,0,8,8,null,0,0,0
1598964490431,44,Landing Page,200,OK,Thread Group 1-7,text,true,,126,0,8,8,null,0,0,0
1598964479179,12247,BP07_S03_StartSelftest,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,0,0,8,8,null,0,0,0
1598964479179,12247,Start Selftest,200,OK,Thread Group 1-4,text,true,,0,0,8,8,null,0,0,0
1598964487689,4084,BP07_S04_WatchVideo (Escape),200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,0,0,8,8,null,0,0,0
1598964487689,4084,Watch Video (Escape),200,OK,Thread Group 1-3,text,true,,0,0,8,8,null,0,0,0
1598964478288,15839,BP07_S01_LogIn,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-8,,true,,0,0,8,8,null,0,0,0
1598964478288,15839,Log In,200,OK,Thread Group 1-8,text,true,,0,0,8,8,null,0,0,0
1598964494127,42,BP07_S02_LandingPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-8,,true,,126,0,8,8,null,0,0,0
1598964494127,42,Landing Page,200,OK,Thread Group 1-8,text,true,,126,0,8,8,null,0,0,0
1598964482919,12260,BP07_S03_StartSelftest,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,0,0,8,8,null,0,0,0
1598964482919,12260,Start Selftest,200,OK,Thread Group 1-5,text,true,,0,0,8,8,null,0,0,0
1598964491427,4085,BP07_S04_WatchVideo (Escape),200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,0,0,8,8,null,0,0,0
1598964491427,4085,Watch Video (Escape),200,OK,Thread Group 1-4,text,true,,0,0,8,8,null,0,0,0
1598964486695,12246,BP07_S03_StartSelftest,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-6,,true,,0,0,8,8,null,0,0,0
1598964486695,12246,Start Selftest,200,OK,Thread Group 1-6,text,true,,0,0,8,8,null,0,0,0
1598964495180,4085,BP07_S04_WatchVideo (Escape),200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,0,0,8,8,null,0,0,0
1598964495180,4085,Watch Video (Escape),200,OK,Thread Group 1-5,text,true,,0,0,8,8,null,0,0,0
1598964490475,12253,BP07_S03_StartSelftest,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-7,,true,,0,0,8,8,null,0,1,0
1598964490475,12253,Start Selftest,200,OK,Thread Group 1-7,text,true,,0,0,8,8,null,0,0,0
1598964498941,4081,BP07_S04_WatchVideo (Escape),200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-6,,true,,0,0,8,8,null,0,1,0
1598964498942,4081,Watch Video (Escape),200,OK,Thread Group 1-6,text,true,,0,0,8,8,null,0,0,0
1598964494169,12251,BP07_S03_StartSelftest,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-8,,true,,0,0,8,8,null,0,0,0
1598964494169,12251,Start Selftest,200,OK,Thread Group 1-8,text,true,,0,0,8,8,null,0,0,0
1598964502729,4088,BP07_S04_WatchVideo (Escape),200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-7,,true,,0,0,8,8,null,0,0,0
1598964502729,4088,Watch Video (Escape),200,OK,Thread Group 1-7,text,true,,0,0,8,8,null,0,0,0
1598964506420,4082,BP07_S04_WatchVideo (Escape),200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-8,,true,,0,0,8,8,null,0,0,0
1598964506420,4082,Watch Video (Escape),200,OK,Thread Group 1-8,text,true,,0,0,8,8,null,0,0,0
1598964484572,28458,BP07_S05_Questions,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,0,0,8,8,null,0,0,0
1598964484572,28458,Questions,200,OK,Thread Group 1-1,text,true,,0,0,8,8,null,0,0,0
1598964513031,2033,BP07_S06_ParticipantWaitingRoom,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,0,0,8,8,null,0,0,0
1598964513031,2033,Join Waiting Room,200,OK,Thread Group 1-1,text,true,,0,0,8,8,null,0,0,0
1598964515064,32,BP07_S07_ParticipantAttendHearing,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,0,0,8,8,null,0,0,0
1598964515064,32,Join Hearing,200,OK,Thread Group 1-1,text,true,,0,0,8,8,null,0,0,0
1598964488030,28456,BP07_S05_Questions,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,0,0,8,8,null,0,0,0
1598964488030,28456,Questions,200,OK,Thread Group 1-2,text,true,,0,0,8,8,null,0,0,0
1598964516486,2033,BP07_S06_ParticipantWaitingRoom,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,0,0,8,8,null,0,0,0
1598964516486,2033,Join Waiting Room,200,OK,Thread Group 1-2,text,true,,0,0,8,8,null,0,0,0
1598964518519,30,BP07_S07_ParticipantAttendHearing,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,0,0,8,8,null,0,0,0
1598964518519,30,Join Hearing,200,OK,Thread Group 1-2,text,true,,0,0,8,8,null,0,0,0
1598964491773,28467,BP07_S05_Questions,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,0,0,8,8,null,0,0,0
1598964491773,28467,Questions,200,OK,Thread Group 1-3,text,true,,0,0,8,8,null,0,0,0
1598964520240,2032,BP07_S06_ParticipantWaitingRoom,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,0,0,8,8,null,0,0,0
1598964520240,2032,Join Waiting Room,200,OK,Thread Group 1-3,text,true,,0,0,8,8,null,0,0,0
1598964522272,31,BP07_S07_ParticipantAttendHearing,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,0,0,8,8,null,0,0,0
1598964522272,31,Join Hearing,200,OK,Thread Group 1-3,text,true,,0,0,8,8,null,0,0,0
1598964495512,28484,BP07_S05_Questions,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,0,0,8,8,null,0,0,0
1598964495512,28484,Questions,200,OK,Thread Group 1-4,text,true,,0,0,8,8,null,0,0,0
1598964523996,2032,BP07_S06_ParticipantWaitingRoom,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,0,0,8,8,null,0,0,0
1598964523996,2032,Join Waiting Room,200,OK,Thread Group 1-4,text,true,,0,0,8,8,null,0,0,0
1598964526028,30,BP07_S07_ParticipantAttendHearing,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,0,0,8,8,null,0,1,0
1598964526029,30,Join Hearing,200,OK,Thread Group 1-4,text,true,,0,0,8,8,null,0,0,0
1598964499265,28444,BP07_S05_Questions,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,0,0,8,8,null,0,1,0
1598964499266,28444,Questions,200,OK,Thread Group 1-5,text,true,,0,0,8,8,null,0,0,0
1598964527710,2031,BP07_S06_ParticipantWaitingRoom,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,0,0,8,8,null,0,0,0
1598964527710,2031,Join Waiting Room,200,OK,Thread Group 1-5,text,true,,0,0,8,8,null,0,0,0
1598964529741,32,BP07_S07_ParticipantAttendHearing,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,0,0,8,8,null,0,0,0
1598964529741,32,Join Hearing,200,OK,Thread Group 1-5,text,true,,0,0,8,8,null,0,0,0
1598964503023,28447,BP07_S05_Questions,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-6,,true,,0,0,8,8,null,0,0,0
1598964503023,28447,Questions,200,OK,Thread Group 1-6,text,true,,0,0,8,8,null,0,0,0
