RUN	uk.gov.hmcts.reform.simulation.adminWebCalls	report	1603986532988	VH-Admin-Web-Perf-Test	3.3.1
USER	Admin-Web-Perf-Test	1	START	1603986533933	1603986533933
REQUEST	1		01.01.Admin.Portal.Home	1603986533981	1603986534101	OK	 
REQUEST	1		01.02.Admin.Portal.Home	1603986544605	1603986544771	OK	 
REQUEST	1		01.03.Admin.Portal.Home	1603986556966	1603986557093	OK	 
REQUEST	1		01.04.Admin.Portal.Home	1603986562610	1603986562874	OK	 
USER	Admin-Web-Perf-Test	2	START	1603986563937	1603986563937
REQUEST	2		01.01.Admin.Portal.Home	1603986563938	1603986563989	OK	 
REQUEST	2		01.02.Admin.Portal.Home	1603986571564	1603986571694	OK	 
REQUEST	1		02.00.Admin.Portal.Login	1603986575453	1603986575586	OK	 
REQUEST	2		01.03.Admin.Portal.Home	1603986586663	1603986586759	OK	 
REQUEST	1		05.01.Admin.Portal.Back2Dashboard	1603986589464	1603986589731	OK	 
REQUEST	2		01.04.Admin.Portal.Home	1603986592893	1603986593133	OK	 
USER	Admin-Web-Perf-Test	3	START	1603986593942	1603986593942
REQUEST	3		01.01.Admin.Portal.Home	1603986593944	1603986593988	OK	 
REQUEST	1		05.02.Admin.Portal.Back2Dashboard	1603986597550	1603986597767	OK	 
REQUEST	3		01.02.Admin.Portal.Home	1603986599533	1603986599673	OK	 
REQUEST	1		06.01.Admin.Portal.BookHearing	1603986606693	1603986606703	OK	 
REQUEST	2		02.00.Admin.Portal.Login	1603986606879	1603986607042	OK	 
REQUEST	3		01.03.Admin.Portal.Home	1603986608943	1603986609036	OK	 
REQUEST	3		01.04.Admin.Portal.Home	1603986615440	1603986615681	OK	 
REQUEST	2		05.01.Admin.Portal.Back2Dashboard	1603986619553	1603986619761	OK	 
REQUEST	1		06.02.Admin.Portal.BookHearing	1603986620467	1603986620501	OK	 
USER	Admin-Web-Perf-Test	4	START	1603986623946	1603986623946
REQUEST	4		01.01.Admin.Portal.Home	1603986623948	1603986624022	OK	 
REQUEST	3		02.00.Admin.Portal.Login	1603986627873	1603986628033	OK	 
REQUEST	2		05.02.Admin.Portal.Back2Dashboard	1603986630843	1603986630853	OK	 
REQUEST	4		01.02.Admin.Portal.Home	1603986631945	1603986632084	OK	 
REQUEST	1		07.01.Admin.Portal.HearingDetails	1603986634649	1603986634666	OK	 
REQUEST	3		05.01.Admin.Portal.Back2Dashboard	1603986636217	1603986636455	OK	 
REQUEST	1		07.02.Admin.Portal.HearingDetails	1603986642055	1603986642081	OK	 
REQUEST	2		06.01.Admin.Portal.BookHearing	1603986644935	1603986644945	OK	 
REQUEST	4		01.03.Admin.Portal.Home	1603986646276	1603986646443	OK	 
REQUEST	3		05.02.Admin.Portal.Back2Dashboard	1603986648873	1603986648884	OK	 
REQUEST	2		06.02.Admin.Portal.BookHearing	1603986653453	1603986653691	OK	 
USER	Admin-Web-Perf-Test	5	START	1603986653948	1603986653948
REQUEST	5		01.01.Admin.Portal.Home	1603986653949	1603986653989	OK	 
REQUEST	1		08.01.Admin.Portal.HearingSchedule	1603986656453	1603986656462	OK	 
REQUEST	4		01.04.Admin.Portal.Home	1603986658863	1603986659072	OK	 
REQUEST	3		06.01.Admin.Portal.BookHearing	1603986663143	1603986663383	OK	 
REQUEST	2		07.01.Admin.Portal.HearingDetails	1603986664758	1603986664778	OK	 
REQUEST	5		01.02.Admin.Portal.Home	1603986664803	1603986664944	OK	 
REQUEST	3		06.02.Admin.Portal.BookHearing	1603986669143	1603986669193	OK	 
REQUEST	1		08.02.Admin.Portal.HearingSchedule	1603986669623	1603986669719	OK	 
REQUEST	4		02.00.Admin.Portal.Login	1603986672829	1603986673014	OK	 
REQUEST	2		07.02.Admin.Portal.HearingDetails	1603986673053	1603986673070	OK	 
REQUEST	1		09.01.Admin.Portal.AssignJudge	1603986677823	1603986677840	OK	 
REQUEST	5		01.03.Admin.Portal.Home	1603986679563	1603986679678	OK	 
REQUEST	4		05.01.Admin.Portal.Back2Dashboard	1603986681213	1603986681415	OK	 
REQUEST	3		07.01.Admin.Portal.HearingDetails	1603986681613	1603986681623	OK	 
USER	Admin-Web-Perf-Test	6	START	1603986683945	1603986683945
REQUEST	6		01.01.Admin.Portal.Home	1603986683946	1603986683989	OK	 
REQUEST	1		10.01.Admin.Portal.AddParticipant	1603986684206	1603986684217	OK	 
REQUEST	2		08.01.Admin.Portal.HearingSchedule	1603986686365	1603986686374	OK	 
REQUEST	5		01.04.Admin.Portal.Home	1603986688223	1603986688491	OK	 
REQUEST	3		07.02.Admin.Portal.HearingDetails	1603986690653	1603986690691	OK	 
REQUEST	4		05.02.Admin.Portal.Back2Dashboard	1603986693556	1603986693896	OK	 
REQUEST	1		10.03.Admin.Portal.AddParticipant	1603986695913	1603986696791	OK	 
REQUEST	2		08.02.Admin.Portal.HearingSchedule	1603986697704	1603986697786	OK	 
REQUEST	6		01.02.Admin.Portal.Home	1603986698818	1603986698951	OK	 
REQUEST	5		02.00.Admin.Portal.Login	1603986698828	1603986699016	OK	 
REQUEST	1		10.05.Admin.Portal.AddParticipant	1603986701825	1603986701835	OK	 
REQUEST	3		08.01.Admin.Portal.HearingSchedule	1603986703833	1603986703842	OK	 
REQUEST	4		06.01.Admin.Portal.BookHearing	1603986704893	1603986704973	OK	 
REQUEST	5		05.01.Admin.Portal.Back2Dashboard	1603986706453	1603986706868	OK	 
REQUEST	6		01.03.Admin.Portal.Home	1603986709634	1603986709751	OK	 
REQUEST	2		09.01.Admin.Portal.AssignJudge	1603986712546	1603986712557	OK	 
REQUEST	1		11.01.Admin.Portal.OtherInfo	1603986712920	1603986712939	OK	 
REQUEST	4		06.02.Admin.Portal.BookHearing	1603986713427	1603986713658	OK	 
USER	Admin-Web-Perf-Test	7	START	1603986713944	1603986713944
REQUEST	7		01.01.Admin.Portal.Home	1603986713945	1603986713988	OK	 
REQUEST	5		05.02.Admin.Portal.Back2Dashboard	1603986715453	1603986715710	OK	 
REQUEST	6		01.04.Admin.Portal.Home	1603986720676	1603986720945	OK	 
REQUEST	4		07.01.Admin.Portal.HearingDetails	1603986721043	1603986721052	OK	 
REQUEST	1		12.01.Admin.Portal.SubmitHearing	1603986719448	1603986721512	OK	 
REQUEST	3		08.02.Admin.Portal.HearingSchedule	1603986722266	1603986722350	OK	 
REQUEST	2		10.01.Admin.Portal.AddParticipant	1603986725141	1603986725150	OK	 
REQUEST	7		01.02.Admin.Portal.Home	1603986728875	1603986729052	OK	 
REQUEST	5		06.01.Admin.Portal.BookHearing	1603986730479	1603986730487	OK	 
REQUEST	1		12.02.Admin.Portal.SubmitHearing	1603986730564	1603986730571	OK	 
REQUEST	3		09.01.Admin.Portal.AssignJudge	1603986730990	1603986731003	OK	 
REQUEST	6		02.00.Admin.Portal.Login	1603986731183	1603986731414	OK	 
REQUEST	4		07.02.Admin.Portal.HearingDetails	1603986732117	1603986732138	OK	 
REQUEST	1		12.03.Admin.Portal.SubmitHearing	1603986736143	1603986736177	OK	 
REQUEST	5		06.02.Admin.Portal.BookHearing	1603986737145	1603986737202	OK	 
REQUEST	3		10.01.Admin.Portal.AddParticipant	1603986737353	1603986737369	OK	 
REQUEST	6		05.01.Admin.Portal.Back2Dashboard	1603986737671	1603986737993	OK	 
REQUEST	2		10.03.Admin.Portal.AddParticipant	1603986737443	1603986738476	OK	 
REQUEST	7		01.03.Admin.Portal.Home	1603986738754	1603986738933	OK	 
USER	Admin-Web-Perf-Test	8	START	1603986743942	1603986743942
REQUEST	8		01.01.Admin.Portal.Home	1603986743943	1603986744022	OK	 
REQUEST	1		13.01.Admin.Portal.Booking.List	1603986745823	1603986745832	OK	 
REQUEST	4		08.01.Admin.Portal.HearingSchedule	1603986746039	1603986746049	OK	 
REQUEST	7		01.04.Admin.Portal.Home	1603986746353	1603986746566	OK	 
REQUEST	3		10.03.Admin.Portal.AddParticipant	1603986748606	1603986749595	OK	 
REQUEST	5		07.01.Admin.Portal.HearingDetails	1603986750232	1603986750241	OK	 
REQUEST	6		05.02.Admin.Portal.Back2Dashboard	1603986750033	1603986750362	OK	 
REQUEST	2		10.05.Admin.Portal.AddParticipant	1603986750375	1603986750384	OK	 
REQUEST	8		01.02.Admin.Portal.Home	1603986755615	1603986755781	OK	 
REQUEST	7		02.00.Admin.Portal.Login	1603986756893	1603986757096	OK	 
REQUEST	1		13.02.Admin.Portal.Booking.List	1603986757053	1603986757227	OK	 
REQUEST	6		06.01.Admin.Portal.BookHearing	1603986757225	1603986757234	OK	 
REQUEST	2		11.01.Admin.Portal.OtherInfo	1603986759773	1603986759786	OK	 
REQUEST	3		10.05.Admin.Portal.AddParticipant	1603986760563	1603986760571	OK	 
REQUEST	5		07.02.Admin.Portal.HearingDetails	1603986760781	1603986760798	OK	 
REQUEST	4		08.02.Admin.Portal.HearingSchedule	1603986761047	1603986761191	OK	 
REQUEST	6		06.02.Admin.Portal.BookHearing	1603986765103	1603986765122	OK	 
REQUEST	8		01.03.Admin.Portal.Home	1603986766724	1603986766828	OK	 
REQUEST	1		14.01.Admin.Portal.Booking.Drilldown	1603986769505	1603986769518	OK	 
REQUEST	2		12.01.Admin.Portal.SubmitHearing	1603986769963	1603986771107	OK	 
REQUEST	7		05.01.Admin.Portal.Back2Dashboard	1603986771333	1603986771609	OK	 
REQUEST	5		08.01.Admin.Portal.HearingSchedule	1603986771816	1603986771827	OK	 
REQUEST	3		11.01.Admin.Portal.OtherInfo	1603986773525	1603986773534	OK	 
USER	Admin-Web-Perf-Test	9	START	1603986773950	1603986773950
REQUEST	9		01.01.Admin.Portal.Home	1603986773952	1603986773995	OK	 
REQUEST	4		09.01.Admin.Portal.AssignJudge	1603986774223	1603986774230	OK	 
REQUEST	8		01.04.Admin.Portal.Home	1603986774353	1603986774618	OK	 
REQUEST	6		07.01.Admin.Portal.HearingDetails	1603986775463	1603986775473	OK	 
REQUEST	2		12.02.Admin.Portal.SubmitHearing	1603986776813	1603986776822	OK	 
REQUEST	1		14.02.Admin.Portal.Booking.Drilldown	1603986779803	1603986779838	OK	 
REQUEST	7		05.02.Admin.Portal.Back2Dashboard	1603986781923	1603986782173	OK	 
REQUEST	3		12.01.Admin.Portal.SubmitHearing	1603986780534	1603986782463	OK	 
REQUEST	4		10.01.Admin.Portal.AddParticipant	1603986783226	1603986783246	OK	 
REQUEST	6		07.02.Admin.Portal.HearingDetails	1603986786133	1603986786175	OK	 
REQUEST	5		08.02.Admin.Portal.HearingSchedule	1603986786666	1603986786760	OK	 
REQUEST	9		01.02.Admin.Portal.Home	1603986787267	1603986787440	OK	 
REQUEST	8		02.00.Admin.Portal.Login	1603986787495	1603986787649	OK	 
REQUEST	7		06.01.Admin.Portal.BookHearing	1603986787766	1603986787775	OK	 
REQUEST	1		14.03.Admin.Portal.Booking.Drilldown	1603986789003	1603986789012	OK	 
REQUEST	2		12.03.Admin.Portal.SubmitHearing	1603986790818	1603986790907	OK	 
REQUEST	6		08.01.Admin.Portal.HearingSchedule	1603986792220	1603986792232	OK	 
REQUEST	5		09.01.Admin.Portal.AssignJudge	1603986793121	1603986793130	OK	 
REQUEST	3		12.02.Admin.Portal.SubmitHearing	1603986793696	1603986793707	OK	 
REQUEST	4		10.03.Admin.Portal.AddParticipant	1603986794233	1603986795167	OK	 
REQUEST	9		01.03.Admin.Portal.Home	1603986796398	1603986796504	OK	 
REQUEST	4		10.05.Admin.Portal.AddParticipant	1603986801283	1603986801293	OK	 
REQUEST	2		13.01.Admin.Portal.Booking.List	1603986801693	1603986801703	OK	 
REQUEST	7		06.02.Admin.Portal.BookHearing	1603986801997	1603986802014	OK	 
REQUEST	8		05.01.Admin.Portal.Back2Dashboard	1603986802403	1603986802616	OK	 
